"","date","dc","wday","month","year","week","summer"
"479",2017-04-23,0,"Sun","4",2017,"17","winter"
"480",2017-04-24,1,"Mon","4",2017,"17","winter"
"481",2017-04-25,0,"Tue","4",2017,"17","winter"
"482",2017-04-26,0,"Wed","4",2017,"17","winter"
"483",2017-04-27,0,"Thu","4",2017,"17","winter"
"484",2017-04-28,0,"Fri","4",2017,"17","winter"
"485",2017-04-29,0,"Sat","4",2017,"17","winter"
"486",2017-04-30,0,"Sun","4",2017,"18","winter"
"487",2017-05-01,1,"Mon","5",2017,"18","winter"
"488",2017-05-02,0,"Tue","5",2017,"18","winter"
"489",2017-05-03,0,"Wed","5",2017,"18","winter"
"490",2017-05-04,0,"Thu","5",2017,"18","winter"
"491",2017-05-05,1,"Fri","5",2017,"18","winter"
"492",2017-05-06,2,"Sat","5",2017,"18","winter"
"493",2017-05-07,0,"Sun","5",2017,"19","winter"
"494",2017-05-08,3,"Mon","5",2017,"19","winter"
"495",2017-05-09,0,"Tue","5",2017,"19","winter"
"496",2017-05-10,1,"Wed","5",2017,"19","winter"
"497",2017-05-11,0,"Thu","5",2017,"19","winter"
"498",2017-05-12,2,"Fri","5",2017,"19","winter"
"499",2017-05-13,0,"Sat","5",2017,"19","winter"
"500",2017-05-14,0,"Sun","5",2017,"20","winter"
"501",2017-05-15,1,"Mon","5",2017,"20","winter"
"502",2017-05-16,0,"Tue","5",2017,"20","winter"
"503",2017-05-17,1,"Wed","5",2017,"20","winter"
"504",2017-05-18,0,"Thu","5",2017,"20","winter"
"505",2017-05-19,1,"Fri","5",2017,"20","winter"
"506",2017-05-20,0,"Sat","5",2017,"20","winter"
"507",2017-05-21,1,"Sun","5",2017,"21","winter"
"508",2017-05-22,0,"Mon","5",2017,"21","winter"
"509",2017-05-23,0,"Tue","5",2017,"21","winter"
"510",2017-05-24,0,"Wed","5",2017,"21","winter"
"511",2017-05-25,1,"Thu","5",2017,"21","winter"
"512",2017-05-26,3,"Fri","5",2017,"21","winter"
"513",2017-05-27,0,"Sat","5",2017,"21","winter"
"514",2017-05-28,0,"Sun","5",2017,"22","winter"
"515",2017-05-29,2,"Mon","5",2017,"22","winter"
"516",2017-05-30,3,"Tue","5",2017,"22","winter"
"517",2017-05-31,0,"Wed","5",2017,"22","winter"
"518",2017-06-01,1,"Thu","6",2017,"22","summer"
"519",2017-06-02,2,"Fri","6",2017,"22","summer"
"520",2017-06-03,1,"Sat","6",2017,"22","summer"
"521",2017-06-04,0,"Sun","6",2017,"23","summer"
"522",2017-06-05,1,"Mon","6",2017,"23","summer"
"523",2017-06-06,0,"Tue","6",2017,"23","summer"
"524",2017-06-07,2,"Wed","6",2017,"23","summer"
"525",2017-06-08,0,"Thu","6",2017,"23","summer"
"526",2017-06-09,1,"Fri","6",2017,"23","summer"
"527",2017-06-10,1,"Sat","6",2017,"23","summer"
"528",2017-06-11,0,"Sun","6",2017,"24","summer"
"529",2017-06-12,0,"Mon","6",2017,"24","summer"
"530",2017-06-13,0,"Tue","6",2017,"24","summer"
"531",2017-06-14,0,"Wed","6",2017,"24","summer"
"532",2017-06-15,1,"Thu","6",2017,"24","summer"
"533",2017-06-16,1,"Fri","6",2017,"24","summer"
"534",2017-06-17,0,"Sat","6",2017,"24","summer"
"535",2017-06-18,1,"Sun","6",2017,"25","summer"
"536",2017-06-19,1,"Mon","6",2017,"25","summer"
"537",2017-06-20,1,"Tue","6",2017,"25","summer"
"538",2017-06-21,1,"Wed","6",2017,"25","summer"
"539",2017-06-22,1,"Thu","6",2017,"25","summer"
"540",2017-06-23,1,"Fri","6",2017,"25","summer"
"541",2017-06-24,2,"Sat","6",2017,"25","summer"
"542",2017-06-25,0,"Sun","6",2017,"26","summer"
"543",2017-06-26,2,"Mon","6",2017,"26","summer"
"544",2017-06-27,0,"Tue","6",2017,"26","summer"
"545",2017-06-28,0,"Wed","6",2017,"26","summer"
"546",2017-06-29,0,"Thu","6",2017,"26","summer"
"547",2017-06-30,1,"Fri","6",2017,"26","summer"
"548",2017-07-01,0,"Sat","7",2017,"26","summer"
"549",2017-07-02,0,"Sun","7",2017,"27","summer"
"550",2017-07-03,0,"Mon","7",2017,"27","summer"
"551",2017-07-04,1,"Tue","7",2017,"27","summer"
"552",2017-07-05,0,"Wed","7",2017,"27","summer"
"553",2017-07-06,0,"Thu","7",2017,"27","summer"
"554",2017-07-07,0,"Fri","7",2017,"27","summer"
"555",2017-07-08,0,"Sat","7",2017,"27","summer"
"556",2017-07-09,0,"Sun","7",2017,"28","summer"
"557",2017-07-10,1,"Mon","7",2017,"28","summer"
"558",2017-07-11,0,"Tue","7",2017,"28","summer"
"559",2017-07-12,0,"Wed","7",2017,"28","summer"
"560",2017-07-13,1,"Thu","7",2017,"28","summer"
"561",2017-07-14,0,"Fri","7",2017,"28","summer"
"562",2017-07-15,0,"Sat","7",2017,"28","summer"
"563",2017-07-16,1,"Sun","7",2017,"29","summer"
"564",2017-07-17,0,"Mon","7",2017,"29","summer"
"565",2017-07-18,1,"Tue","7",2017,"29","summer"
"566",2017-07-19,0,"Wed","7",2017,"29","summer"
"567",2017-07-20,0,"Thu","7",2017,"29","summer"
"568",2017-07-21,0,"Fri","7",2017,"29","summer"
"569",2017-07-22,0,"Sat","7",2017,"29","summer"
"570",2017-07-23,0,"Sun","7",2017,"30","summer"
"571",2017-07-24,2,"Mon","7",2017,"30","summer"
"572",2017-07-25,2,"Tue","7",2017,"30","summer"
"573",2017-07-26,3,"Wed","7",2017,"30","summer"
"574",2017-07-27,1,"Thu","7",2017,"30","summer"
"575",2017-07-28,0,"Fri","7",2017,"30","summer"
"576",2017-07-29,0,"Sat","7",2017,"30","summer"
"577",2017-07-30,0,"Sun","7",2017,"31","summer"
"578",2017-07-31,0,"Mon","7",2017,"31","summer"
"579",2017-08-01,0,"Tue","8",2017,"31","summer"
"580",2017-08-02,0,"Wed","8",2017,"31","summer"
"581",2017-08-03,0,"Thu","8",2017,"31","summer"
"582",2017-08-04,1,"Fri","8",2017,"31","summer"
"583",2017-08-05,0,"Sat","8",2017,"31","summer"
"584",2017-08-06,0,"Sun","8",2017,"32","summer"
"585",2017-08-07,0,"Mon","8",2017,"32","summer"
"586",2017-08-08,0,"Tue","8",2017,"32","summer"
"587",2017-08-09,1,"Wed","8",2017,"32","summer"
"588",2017-08-10,0,"Thu","8",2017,"32","summer"
"589",2017-08-11,1,"Fri","8",2017,"32","summer"
"590",2017-08-12,0,"Sat","8",2017,"32","summer"
"591",2017-08-13,0,"Sun","8",2017,"33","summer"
"592",2017-08-14,0,"Mon","8",2017,"33","summer"
"593",2017-08-15,0,"Tue","8",2017,"33","summer"
"594",2017-08-16,0,"Wed","8",2017,"33","summer"
"595",2017-08-17,0,"Thu","8",2017,"33","summer"
"596",2017-08-18,1,"Fri","8",2017,"33","summer"
"597",2017-08-19,1,"Sat","8",2017,"33","summer"
"598",2017-08-20,0,"Sun","8",2017,"34","summer"
"599",2017-08-21,0,"Mon","8",2017,"34","summer"
"600",2017-08-22,0,"Tue","8",2017,"34","summer"
"601",2017-08-23,1,"Wed","8",2017,"34","summer"
"602",2017-08-24,0,"Thu","8",2017,"34","summer"
"603",2017-08-25,0,"Fri","8",2017,"34","summer"
"604",2017-08-26,0,"Sat","8",2017,"34","summer"
"605",2017-08-27,0,"Sun","8",2017,"35","summer"
"606",2017-08-28,0,"Mon","8",2017,"35","summer"
"607",2017-08-29,0,"Tue","8",2017,"35","summer"
"608",2017-08-30,0,"Wed","8",2017,"35","summer"
"609",2017-08-31,1,"Thu","8",2017,"35","summer"
"610",2017-09-01,0,"Fri","9",2017,"35","winter"
"611",2017-09-02,1,"Sat","9",2017,"35","winter"
"612",2017-09-03,1,"Sun","9",2017,"36","winter"
"613",2017-09-04,0,"Mon","9",2017,"36","winter"
"614",2017-09-05,0,"Tue","9",2017,"36","winter"
"615",2017-09-06,0,"Wed","9",2017,"36","winter"
"616",2017-09-07,0,"Thu","9",2017,"36","winter"
"617",2017-09-08,2,"Fri","9",2017,"36","winter"
"618",2017-09-09,1,"Sat","9",2017,"36","winter"
"619",2017-09-10,0,"Sun","9",2017,"37","winter"
"620",2017-09-11,1,"Mon","9",2017,"37","winter"
"621",2017-09-12,0,"Tue","9",2017,"37","winter"
"622",2017-09-13,1,"Wed","9",2017,"37","winter"
"623",2017-09-14,0,"Thu","9",2017,"37","winter"
"624",2017-09-15,2,"Fri","9",2017,"37","winter"
"625",2017-09-16,0,"Sat","9",2017,"37","winter"
"626",2017-09-17,0,"Sun","9",2017,"38","winter"
"627",2017-09-18,0,"Mon","9",2017,"38","winter"
"628",2017-09-19,0,"Tue","9",2017,"38","winter"
"629",2017-09-20,0,"Wed","9",2017,"38","winter"
"630",2017-09-21,0,"Thu","9",2017,"38","winter"
"631",2017-09-22,2,"Fri","9",2017,"38","winter"
"632",2017-09-23,0,"Sat","9",2017,"38","winter"
"633",2017-09-24,0,"Sun","9",2017,"39","winter"
"634",2017-09-25,0,"Mon","9",2017,"39","winter"
"635",2017-09-26,0,"Tue","9",2017,"39","winter"
"636",2017-09-27,0,"Wed","9",2017,"39","winter"
"637",2017-09-28,0,"Thu","9",2017,"39","winter"
"638",2017-09-29,2,"Fri","9",2017,"39","winter"
"639",2017-09-30,0,"Sat","9",2017,"39","winter"
"640",2017-10-01,0,"Sun","10",2017,"40","winter"
"641",2017-10-02,0,"Mon","10",2017,"40","winter"
"642",2017-10-03,2,"Tue","10",2017,"40","winter"
"643",2017-10-04,1,"Wed","10",2017,"40","winter"
"644",2017-10-05,0,"Thu","10",2017,"40","winter"
"645",2017-10-06,1,"Fri","10",2017,"40","winter"
"646",2017-10-07,0,"Sat","10",2017,"40","winter"
"647",2017-10-08,0,"Sun","10",2017,"41","winter"
"648",2017-10-09,1,"Mon","10",2017,"41","winter"
"649",2017-10-10,1,"Tue","10",2017,"41","winter"
"650",2017-10-11,0,"Wed","10",2017,"41","winter"
"651",2017-10-12,0,"Thu","10",2017,"41","winter"
"652",2017-10-13,2,"Fri","10",2017,"41","winter"
"653",2017-10-14,0,"Sat","10",2017,"41","winter"
"654",2017-10-15,0,"Sun","10",2017,"42","winter"
"655",2017-10-16,1,"Mon","10",2017,"42","winter"
"656",2017-10-17,2,"Tue","10",2017,"42","winter"
"657",2017-10-18,1,"Wed","10",2017,"42","winter"
"658",2017-10-19,0,"Thu","10",2017,"42","winter"
"659",2017-10-20,1,"Fri","10",2017,"42","winter"
"660",2017-10-21,0,"Sat","10",2017,"42","winter"
"661",2017-10-22,0,"Sun","10",2017,"43","winter"
"662",2017-10-23,1,"Mon","10",2017,"43","winter"
"663",2017-10-24,0,"Tue","10",2017,"43","winter"
"664",2017-10-25,0,"Wed","10",2017,"43","winter"
"665",2017-10-26,2,"Thu","10",2017,"43","winter"
"666",2017-10-27,0,"Fri","10",2017,"43","winter"
"667",2017-10-28,0,"Sat","10",2017,"43","winter"
"668",2017-10-29,0,"Sun","10",2017,"44","winter"
"669",2017-10-30,0,"Mon","10",2017,"44","winter"
"670",2017-10-31,1,"Tue","10",2017,"44","winter"
"671",2017-11-01,0,"Wed","11",2017,"44","winter"
"672",2017-11-02,0,"Thu","11",2017,"44","winter"
"673",2017-11-03,2,"Fri","11",2017,"44","winter"
"674",2017-11-04,0,"Sat","11",2017,"44","winter"
"675",2017-11-05,0,"Sun","11",2017,"45","winter"
"676",2017-11-06,0,"Mon","11",2017,"45","winter"
"677",2017-11-07,1,"Tue","11",2017,"45","winter"
"678",2017-11-08,2,"Wed","11",2017,"45","winter"
"679",2017-11-09,0,"Thu","11",2017,"45","winter"
"680",2017-11-10,0,"Fri","11",2017,"45","winter"
"681",2017-11-11,0,"Sat","11",2017,"45","winter"
"682",2017-11-12,0,"Sun","11",2017,"46","winter"
"683",2017-11-13,3,"Mon","11",2017,"46","winter"
"684",2017-11-14,0,"Tue","11",2017,"46","winter"
"685",2017-11-15,1,"Wed","11",2017,"46","winter"
"686",2017-11-16,0,"Thu","11",2017,"46","winter"
"687",2017-11-17,0,"Fri","11",2017,"46","winter"
"688",2017-11-18,1,"Sat","11",2017,"46","winter"
"689",2017-11-19,1,"Sun","11",2017,"47","winter"
"690",2017-11-20,0,"Mon","11",2017,"47","winter"
"691",2017-11-21,0,"Tue","11",2017,"47","winter"
"692",2017-11-22,1,"Wed","11",2017,"47","winter"
"693",2017-11-23,1,"Thu","11",2017,"47","winter"
"694",2017-11-24,0,"Fri","11",2017,"47","winter"
"695",2017-11-25,1,"Sat","11",2017,"47","winter"
"696",2017-11-26,1,"Sun","11",2017,"48","winter"
"697",2017-11-27,0,"Mon","11",2017,"48","winter"
"698",2017-11-28,0,"Tue","11",2017,"48","winter"
"699",2017-11-29,0,"Wed","11",2017,"48","winter"
"700",2017-11-30,0,"Thu","11",2017,"48","winter"
"701",2017-12-01,1,"Fri","12",2017,"48","winter"
"702",2017-12-02,0,"Sat","12",2017,"48","winter"
"703",2017-12-03,0,"Sun","12",2017,"49","winter"
"704",2017-12-04,0,"Mon","12",2017,"49","winter"
"705",2017-12-05,1,"Tue","12",2017,"49","winter"
"706",2017-12-06,1,"Wed","12",2017,"49","winter"
"707",2017-12-07,0,"Thu","12",2017,"49","winter"
"708",2017-12-08,0,"Fri","12",2017,"49","winter"
"709",2017-12-09,0,"Sat","12",2017,"49","winter"
"710",2017-12-10,0,"Sun","12",2017,"50","winter"
"711",2017-12-11,0,"Mon","12",2017,"50","winter"
"712",2017-12-12,1,"Tue","12",2017,"50","winter"
"713",2017-12-13,1,"Wed","12",2017,"50","winter"
"714",2017-12-14,0,"Thu","12",2017,"50","winter"
"715",2017-12-15,2,"Fri","12",2017,"50","winter"
"716",2017-12-16,0,"Sat","12",2017,"50","winter"
"717",2017-12-17,0,"Sun","12",2017,"51","winter"
"718",2017-12-18,1,"Mon","12",2017,"51","winter"
"719",2017-12-19,1,"Tue","12",2017,"51","winter"
"720",2017-12-20,1,"Wed","12",2017,"51","winter"
"721",2017-12-21,0,"Thu","12",2017,"51","winter"
"722",2017-12-22,1,"Fri","12",2017,"51","winter"
"723",2017-12-23,1,"Sat","12",2017,"51","winter"
"724",2017-12-24,0,"Sun","12",2017,"52","winter"
"725",2017-12-25,3,"Mon","12",2017,"52","winter"
"726",2017-12-26,0,"Tue","12",2017,"52","winter"
"727",2017-12-27,2,"Wed","12",2017,"52","winter"
"728",2017-12-28,0,"Thu","12",2017,"52","winter"
"729",2017-12-29,2,"Fri","12",2017,"52","winter"
"730",2017-12-30,0,"Sat","12",2017,"52","winter"
"731",2017-12-31,2,"Sun","12",2017,"53","winter"
"732",2018-01-01,0,"Mon","1",2018,"1","winter"
"733",2018-01-02,0,"Tue","1",2018,"1","winter"
"734",2018-01-03,0,"Wed","1",2018,"1","winter"
"735",2018-01-04,1,"Thu","1",2018,"1","winter"
"736",2018-01-05,0,"Fri","1",2018,"1","winter"
"737",2018-01-06,2,"Sat","1",2018,"1","winter"
"738",2018-01-07,1,"Sun","1",2018,"1","winter"
"739",2018-01-08,0,"Mon","1",2018,"2","winter"
"740",2018-01-09,1,"Tue","1",2018,"2","winter"
"741",2018-01-10,0,"Wed","1",2018,"2","winter"
"742",2018-01-11,0,"Thu","1",2018,"2","winter"
"743",2018-01-12,1,"Fri","1",2018,"2","winter"
"744",2018-01-13,0,"Sat","1",2018,"2","winter"
"745",2018-01-14,0,"Sun","1",2018,"2","winter"
"746",2018-01-15,1,"Mon","1",2018,"3","winter"
"747",2018-01-16,0,"Tue","1",2018,"3","winter"
"748",2018-01-17,1,"Wed","1",2018,"3","winter"
"749",2018-01-18,1,"Thu","1",2018,"3","winter"
"750",2018-01-19,1,"Fri","1",2018,"3","winter"
"751",2018-01-20,1,"Sat","1",2018,"3","winter"
"752",2018-01-21,1,"Sun","1",2018,"3","winter"
"753",2018-01-22,1,"Mon","1",2018,"4","winter"
"754",2018-01-23,2,"Tue","1",2018,"4","winter"
"755",2018-01-24,1,"Wed","1",2018,"4","winter"
"756",2018-01-25,0,"Thu","1",2018,"4","winter"
"757",2018-01-26,1,"Fri","1",2018,"4","winter"
"758",2018-01-27,1,"Sat","1",2018,"4","winter"
"759",2018-01-28,0,"Sun","1",2018,"4","winter"
"760",2018-01-29,0,"Mon","1",2018,"5","winter"
"761",2018-01-30,1,"Tue","1",2018,"5","winter"
"762",2018-01-31,1,"Wed","1",2018,"5","winter"
"763",2018-02-01,2,"Thu","2",2018,"5","winter"
"764",2018-02-02,4,"Fri","2",2018,"5","winter"
"765",2018-02-03,2,"Sat","2",2018,"5","winter"
"766",2018-02-04,0,"Sun","2",2018,"5","winter"
"767",2018-02-05,3,"Mon","2",2018,"6","winter"
"768",2018-02-06,0,"Tue","2",2018,"6","winter"
"769",2018-02-07,2,"Wed","2",2018,"6","winter"
"770",2018-02-08,0,"Thu","2",2018,"6","winter"
"771",2018-02-09,2,"Fri","2",2018,"6","winter"
"772",2018-02-10,1,"Sat","2",2018,"6","winter"
"773",2018-02-11,0,"Sun","2",2018,"6","winter"
"774",2018-02-12,2,"Mon","2",2018,"7","winter"
"775",2018-02-13,1,"Tue","2",2018,"7","winter"
"776",2018-02-14,0,"Wed","2",2018,"7","winter"
"777",2018-02-15,0,"Thu","2",2018,"7","winter"
"778",2018-02-16,2,"Fri","2",2018,"7","winter"
"779",2018-02-17,0,"Sat","2",2018,"7","winter"
"780",2018-02-18,0,"Sun","2",2018,"7","winter"
"781",2018-02-19,1,"Mon","2",2018,"8","winter"
"782",2018-02-20,2,"Tue","2",2018,"8","winter"
"783",2018-02-21,1,"Wed","2",2018,"8","winter"
"784",2018-02-22,0,"Thu","2",2018,"8","winter"
"785",2018-02-23,0,"Fri","2",2018,"8","winter"
"786",2018-02-24,0,"Sat","2",2018,"8","winter"
"787",2018-02-25,0,"Sun","2",2018,"8","winter"
"788",2018-02-26,0,"Mon","2",2018,"9","winter"
"789",2018-02-27,0,"Tue","2",2018,"9","winter"
"790",2018-02-28,0,"Wed","2",2018,"9","winter"
"791",2018-03-01,1,"Thu","3",2018,"9","winter"
"792",2018-03-02,1,"Fri","3",2018,"9","winter"
"793",2018-03-03,1,"Sat","3",2018,"9","winter"
"794",2018-03-04,0,"Sun","3",2018,"9","winter"
"795",2018-03-05,1,"Mon","3",2018,"10","winter"
"796",2018-03-06,0,"Tue","3",2018,"10","winter"
"797",2018-03-07,1,"Wed","3",2018,"10","winter"
"798",2018-03-08,0,"Thu","3",2018,"10","winter"
"799",2018-03-09,1,"Fri","3",2018,"10","winter"
"800",2018-03-10,0,"Sat","3",2018,"10","winter"
"801",2018-03-11,0,"Sun","3",2018,"10","winter"
"802",2018-03-12,1,"Mon","3",2018,"11","winter"
"803",2018-03-13,0,"Tue","3",2018,"11","winter"
"804",2018-03-14,0,"Wed","3",2018,"11","winter"
"805",2018-03-15,0,"Thu","3",2018,"11","winter"
"806",2018-03-16,1,"Fri","3",2018,"11","winter"
"807",2018-03-17,0,"Sat","3",2018,"11","winter"
"808",2018-03-18,0,"Sun","3",2018,"11","winter"
"809",2018-03-19,0,"Mon","3",2018,"12","winter"
"810",2018-03-20,0,"Tue","3",2018,"12","winter"
"811",2018-03-21,3,"Wed","3",2018,"12","winter"
"812",2018-03-22,1,"Thu","3",2018,"12","winter"
"813",2018-03-23,2,"Fri","3",2018,"12","winter"
"814",2018-03-24,0,"Sat","3",2018,"12","winter"
"815",2018-03-25,2,"Sun","3",2018,"12","winter"
"816",2018-03-26,0,"Mon","3",2018,"13","winter"
"817",2018-03-27,1,"Tue","3",2018,"13","winter"
"818",2018-03-28,0,"Wed","3",2018,"13","winter"
"819",2018-03-29,1,"Thu","3",2018,"13","winter"
"820",2018-03-30,1,"Fri","3",2018,"13","winter"
"821",2018-03-31,1,"Sat","3",2018,"13","winter"
"822",2018-04-01,1,"Sun","4",2018,"13","winter"
"823",2018-04-02,1,"Mon","4",2018,"14","winter"
"824",2018-04-03,1,"Tue","4",2018,"14","winter"
"825",2018-04-04,0,"Wed","4",2018,"14","winter"
"826",2018-04-05,0,"Thu","4",2018,"14","winter"
"827",2018-04-06,1,"Fri","4",2018,"14","winter"
"828",2018-04-07,0,"Sat","4",2018,"14","winter"
"829",2018-04-08,0,"Sun","4",2018,"14","winter"
"830",2018-04-09,0,"Mon","4",2018,"15","winter"
"831",2018-04-10,2,"Tue","4",2018,"15","winter"
"832",2018-04-11,0,"Wed","4",2018,"15","winter"
"833",2018-04-12,2,"Thu","4",2018,"15","winter"
"834",2018-04-13,0,"Fri","4",2018,"15","winter"
"835",2018-04-14,0,"Sat","4",2018,"15","winter"
"836",2018-04-15,1,"Sun","4",2018,"15","winter"
"837",2018-04-16,2,"Mon","4",2018,"16","winter"
"838",2018-04-17,1,"Tue","4",2018,"16","winter"
"839",2018-04-18,1,"Wed","4",2018,"16","winter"
"840",2018-04-19,1,"Thu","4",2018,"16","winter"
"841",2018-04-20,0,"Fri","4",2018,"16","winter"
"842",2018-04-21,1,"Sat","4",2018,"16","winter"
"843",2018-04-22,0,"Sun","4",2018,"16","winter"
"844",2018-04-23,1,"Mon","4",2018,"17","winter"
"845",2018-04-24,0,"Tue","4",2018,"17","winter"
"846",2018-04-25,0,"Wed","4",2018,"17","winter"
"847",2018-04-26,0,"Thu","4",2018,"17","winter"
"848",2018-04-27,2,"Fri","4",2018,"17","winter"
"849",2018-04-28,2,"Sat","4",2018,"17","winter"
"850",2018-04-29,0,"Sun","4",2018,"17","winter"
"851",2018-04-30,0,"Mon","4",2018,"18","winter"
"852",2018-05-01,0,"Tue","5",2018,"18","winter"
"853",2018-05-02,2,"Wed","5",2018,"18","winter"
"854",2018-05-03,2,"Thu","5",2018,"18","winter"
"855",2018-05-04,0,"Fri","5",2018,"18","winter"
"856",2018-05-05,0,"Sat","5",2018,"18","winter"
"857",2018-05-06,1,"Sun","5",2018,"18","winter"
"858",2018-05-07,0,"Mon","5",2018,"19","winter"
"859",2018-05-08,1,"Tue","5",2018,"19","winter"
"860",2018-05-09,1,"Wed","5",2018,"19","winter"
"861",2018-05-10,1,"Thu","5",2018,"19","winter"
"862",2018-05-11,0,"Fri","5",2018,"19","winter"
"863",2018-05-12,1,"Sat","5",2018,"19","winter"
"864",2018-05-13,0,"Sun","5",2018,"19","winter"
"865",2018-05-14,1,"Mon","5",2018,"20","winter"
"866",2018-05-15,1,"Tue","5",2018,"20","winter"
"867",2018-05-16,1,"Wed","5",2018,"20","winter"
"868",2018-05-17,1,"Thu","5",2018,"20","winter"
"869",2018-05-18,2,"Fri","5",2018,"20","winter"
"870",2018-05-19,0,"Sat","5",2018,"20","winter"
"871",2018-05-20,1,"Sun","5",2018,"20","winter"
"872",2018-05-21,0,"Mon","5",2018,"21","winter"
"873",2018-05-22,1,"Tue","5",2018,"21","winter"
"874",2018-05-23,0,"Wed","5",2018,"21","winter"
"875",2018-05-24,1,"Thu","5",2018,"21","winter"
"876",2018-05-25,0,"Fri","5",2018,"21","winter"
"877",2018-05-26,1,"Sat","5",2018,"21","winter"
"878",2018-05-27,1,"Sun","5",2018,"21","winter"
"879",2018-05-28,1,"Mon","5",2018,"22","winter"
"880",2018-05-29,2,"Tue","5",2018,"22","winter"
"881",2018-05-30,0,"Wed","5",2018,"22","winter"
"882",2018-05-31,0,"Thu","5",2018,"22","winter"
"883",2018-06-01,1,"Fri","6",2018,"22","summer"
"884",2018-06-02,0,"Sat","6",2018,"22","summer"
"885",2018-06-03,1,"Sun","6",2018,"22","summer"
"886",2018-06-04,0,"Mon","6",2018,"23","summer"
"887",2018-06-05,1,"Tue","6",2018,"23","summer"
"888",2018-06-06,2,"Wed","6",2018,"23","summer"
"889",2018-06-07,0,"Thu","6",2018,"23","summer"
"890",2018-06-08,2,"Fri","6",2018,"23","summer"
"891",2018-06-09,0,"Sat","6",2018,"23","summer"
"892",2018-06-10,1,"Sun","6",2018,"23","summer"
"893",2018-06-11,1,"Mon","6",2018,"24","summer"
"894",2018-06-12,0,"Tue","6",2018,"24","summer"
"895",2018-06-13,1,"Wed","6",2018,"24","summer"
"896",2018-06-14,1,"Thu","6",2018,"24","summer"
"897",2018-06-15,3,"Fri","6",2018,"24","summer"
"898",2018-06-16,0,"Sat","6",2018,"24","summer"
"899",2018-06-17,1,"Sun","6",2018,"24","summer"
"900",2018-06-18,0,"Mon","6",2018,"25","summer"
"901",2018-06-19,2,"Tue","6",2018,"25","summer"
"902",2018-06-20,0,"Wed","6",2018,"25","summer"
"903",2018-06-21,0,"Thu","6",2018,"25","summer"
"904",2018-06-22,0,"Fri","6",2018,"25","summer"
"905",2018-06-23,0,"Sat","6",2018,"25","summer"
"906",2018-06-24,0,"Sun","6",2018,"25","summer"
"907",2018-06-25,0,"Mon","6",2018,"26","summer"
"908",2018-06-26,1,"Tue","6",2018,"26","summer"
"909",2018-06-27,0,"Wed","6",2018,"26","summer"
"910",2018-06-28,0,"Thu","6",2018,"26","summer"
"911",2018-06-29,1,"Fri","6",2018,"26","summer"
"912",2018-06-30,2,"Sat","6",2018,"26","summer"
"913",2018-07-01,1,"Sun","7",2018,"26","summer"
"914",2018-07-02,1,"Mon","7",2018,"27","summer"
"915",2018-07-03,1,"Tue","7",2018,"27","summer"
"916",2018-07-04,2,"Wed","7",2018,"27","summer"
"917",2018-07-05,0,"Thu","7",2018,"27","summer"
"918",2018-07-06,0,"Fri","7",2018,"27","summer"
"919",2018-07-07,0,"Sat","7",2018,"27","summer"
"920",2018-07-08,0,"Sun","7",2018,"27","summer"
"921",2018-07-09,0,"Mon","7",2018,"28","summer"
"922",2018-07-10,0,"Tue","7",2018,"28","summer"
"923",2018-07-11,2,"Wed","7",2018,"28","summer"
"924",2018-07-12,1,"Thu","7",2018,"28","summer"
"925",2018-07-13,1,"Fri","7",2018,"28","summer"
"926",2018-07-14,1,"Sat","7",2018,"28","summer"
"927",2018-07-15,0,"Sun","7",2018,"28","summer"
"928",2018-07-16,2,"Mon","7",2018,"29","summer"
"929",2018-07-17,0,"Tue","7",2018,"29","summer"
"930",2018-07-18,1,"Wed","7",2018,"29","summer"
"931",2018-07-19,0,"Thu","7",2018,"29","summer"
"932",2018-07-20,0,"Fri","7",2018,"29","summer"
"933",2018-07-21,0,"Sat","7",2018,"29","summer"
"934",2018-07-22,0,"Sun","7",2018,"29","summer"
"935",2018-07-23,1,"Mon","7",2018,"30","summer"
"936",2018-07-24,1,"Tue","7",2018,"30","summer"
"937",2018-07-25,0,"Wed","7",2018,"30","summer"
"938",2018-07-26,1,"Thu","7",2018,"30","summer"
"939",2018-07-27,0,"Fri","7",2018,"30","summer"
"940",2018-07-28,1,"Sat","7",2018,"30","summer"
"941",2018-07-29,0,"Sun","7",2018,"30","summer"
"942",2018-07-30,1,"Mon","7",2018,"31","summer"
"943",2018-07-31,1,"Tue","7",2018,"31","summer"
"944",2018-08-01,2,"Wed","8",2018,"31","summer"
"945",2018-08-02,2,"Thu","8",2018,"31","summer"
"946",2018-08-03,3,"Fri","8",2018,"31","summer"
"947",2018-08-04,0,"Sat","8",2018,"31","summer"
"948",2018-08-05,1,"Sun","8",2018,"31","summer"
"949",2018-08-06,1,"Mon","8",2018,"32","summer"
"950",2018-08-07,2,"Tue","8",2018,"32","summer"
"951",2018-08-08,2,"Wed","8",2018,"32","summer"
"952",2018-08-09,0,"Thu","8",2018,"32","summer"
"953",2018-08-10,1,"Fri","8",2018,"32","summer"
"954",2018-08-11,1,"Sat","8",2018,"32","summer"
"955",2018-08-12,0,"Sun","8",2018,"32","summer"
"956",2018-08-13,1,"Mon","8",2018,"33","summer"
"957",2018-08-14,0,"Tue","8",2018,"33","summer"
"958",2018-08-15,0,"Wed","8",2018,"33","summer"
"959",2018-08-16,1,"Thu","8",2018,"33","summer"
"960",2018-08-17,0,"Fri","8",2018,"33","summer"
