"","date","dc","wday","month","year","week","summer"
"961",2018-08-18,0,"Sat","8",2018,"33","summer"
"962",2018-08-19,0,"Sun","8",2018,"33","summer"
"963",2018-08-20,0,"Mon","8",2018,"34","summer"
"964",2018-08-21,0,"Tue","8",2018,"34","summer"
"965",2018-08-22,0,"Wed","8",2018,"34","summer"
"966",2018-08-23,0,"Thu","8",2018,"34","summer"
"967",2018-08-24,0,"Fri","8",2018,"34","summer"
"968",2018-08-25,0,"Sat","8",2018,"34","summer"
"969",2018-08-26,0,"Sun","8",2018,"34","summer"
"970",2018-08-27,3,"Mon","8",2018,"35","summer"
"971",2018-08-28,0,"Tue","8",2018,"35","summer"
"972",2018-08-29,3,"Wed","8",2018,"35","summer"
"973",2018-08-30,0,"Thu","8",2018,"35","summer"
"974",2018-08-31,1,"Fri","8",2018,"35","summer"
"975",2018-09-01,0,"Sat","9",2018,"35","winter"
"976",2018-09-02,0,"Sun","9",2018,"35","winter"
"977",2018-09-03,1,"Mon","9",2018,"36","winter"
"978",2018-09-04,0,"Tue","9",2018,"36","winter"
"979",2018-09-05,1,"Wed","9",2018,"36","winter"
"980",2018-09-06,0,"Thu","9",2018,"36","winter"
"981",2018-09-07,4,"Fri","9",2018,"36","winter"
"982",2018-09-08,1,"Sat","9",2018,"36","winter"
"983",2018-09-09,0,"Sun","9",2018,"36","winter"
"984",2018-09-10,1,"Mon","9",2018,"37","winter"
"985",2018-09-11,0,"Tue","9",2018,"37","winter"
"986",2018-09-12,1,"Wed","9",2018,"37","winter"
"987",2018-09-13,0,"Thu","9",2018,"37","winter"
"988",2018-09-14,0,"Fri","9",2018,"37","winter"
"989",2018-09-15,1,"Sat","9",2018,"37","winter"
"990",2018-09-16,0,"Sun","9",2018,"37","winter"
"991",2018-09-17,0,"Mon","9",2018,"38","winter"
"992",2018-09-18,2,"Tue","9",2018,"38","winter"
"993",2018-09-19,2,"Wed","9",2018,"38","winter"
"994",2018-09-20,0,"Thu","9",2018,"38","winter"
"995",2018-09-21,0,"Fri","9",2018,"38","winter"
"996",2018-09-22,0,"Sat","9",2018,"38","winter"
"997",2018-09-23,0,"Sun","9",2018,"38","winter"
"998",2018-09-24,2,"Mon","9",2018,"39","winter"
"999",2018-09-25,2,"Tue","9",2018,"39","winter"
"1000",2018-09-26,0,"Wed","9",2018,"39","winter"
"1001",2018-09-27,0,"Thu","9",2018,"39","winter"
"1002",2018-09-28,1,"Fri","9",2018,"39","winter"
"1003",2018-09-29,1,"Sat","9",2018,"39","winter"
"1004",2018-09-30,0,"Sun","9",2018,"39","winter"
"1005",2018-10-01,0,"Mon","10",2018,"40","winter"
"1006",2018-10-02,0,"Tue","10",2018,"40","winter"
"1007",2018-10-03,1,"Wed","10",2018,"40","winter"
"1008",2018-10-04,0,"Thu","10",2018,"40","winter"
"1009",2018-10-05,0,"Fri","10",2018,"40","winter"
"1010",2018-10-06,1,"Sat","10",2018,"40","winter"
"1011",2018-10-07,0,"Sun","10",2018,"40","winter"
"1012",2018-10-08,1,"Mon","10",2018,"41","winter"
"1013",2018-10-09,1,"Tue","10",2018,"41","winter"
"1014",2018-10-10,0,"Wed","10",2018,"41","winter"
"1015",2018-10-11,0,"Thu","10",2018,"41","winter"
"1016",2018-10-12,1,"Fri","10",2018,"41","winter"
"1017",2018-10-13,0,"Sat","10",2018,"41","winter"
"1018",2018-10-14,0,"Sun","10",2018,"41","winter"
"1019",2018-10-15,0,"Mon","10",2018,"42","winter"
"1020",2018-10-16,0,"Tue","10",2018,"42","winter"
"1021",2018-10-17,0,"Wed","10",2018,"42","winter"
"1022",2018-10-18,1,"Thu","10",2018,"42","winter"
"1023",2018-10-19,0,"Fri","10",2018,"42","winter"
"1024",2018-10-20,1,"Sat","10",2018,"42","winter"
"1025",2018-10-21,0,"Sun","10",2018,"42","winter"
"1026",2018-10-22,1,"Mon","10",2018,"43","winter"
"1027",2018-10-23,0,"Tue","10",2018,"43","winter"
"1028",2018-10-24,0,"Wed","10",2018,"43","winter"
"1029",2018-10-25,0,"Thu","10",2018,"43","winter"
"1030",2018-10-26,0,"Fri","10",2018,"43","winter"
"1031",2018-10-27,1,"Sat","10",2018,"43","winter"
"1032",2018-10-28,1,"Sun","10",2018,"43","winter"
"1033",2018-10-29,1,"Mon","10",2018,"44","winter"
"1034",2018-10-30,1,"Tue","10",2018,"44","winter"
"1035",2018-10-31,1,"Wed","10",2018,"44","winter"
"1036",2018-11-01,0,"Thu","11",2018,"44","winter"
"1037",2018-11-02,1,"Fri","11",2018,"44","winter"
"1038",2018-11-03,1,"Sat","11",2018,"44","winter"
"1039",2018-11-04,0,"Sun","11",2018,"44","winter"
"1040",2018-11-05,1,"Mon","11",2018,"45","winter"
"1041",2018-11-06,0,"Tue","11",2018,"45","winter"
"1042",2018-11-07,2,"Wed","11",2018,"45","winter"
"1043",2018-11-08,1,"Thu","11",2018,"45","winter"
"1044",2018-11-09,0,"Fri","11",2018,"45","winter"
"1045",2018-11-10,0,"Sat","11",2018,"45","winter"
"1046",2018-11-11,0,"Sun","11",2018,"45","winter"
"1047",2018-11-12,2,"Mon","11",2018,"46","winter"
"1048",2018-11-13,0,"Tue","11",2018,"46","winter"
"1049",2018-11-14,0,"Wed","11",2018,"46","winter"
"1050",2018-11-15,0,"Thu","11",2018,"46","winter"
"1051",2018-11-16,0,"Fri","11",2018,"46","winter"
"1052",2018-11-17,0,"Sat","11",2018,"46","winter"
"1053",2018-11-18,0,"Sun","11",2018,"46","winter"
"1054",2018-11-19,1,"Mon","11",2018,"47","winter"
"1055",2018-11-20,0,"Tue","11",2018,"47","winter"
"1056",2018-11-21,0,"Wed","11",2018,"47","winter"
"1057",2018-11-22,1,"Thu","11",2018,"47","winter"
"1058",2018-11-23,0,"Fri","11",2018,"47","winter"
"1059",2018-11-24,1,"Sat","11",2018,"47","winter"
"1060",2018-11-25,0,"Sun","11",2018,"47","winter"
"1061",2018-11-26,0,"Mon","11",2018,"48","winter"
"1062",2018-11-27,1,"Tue","11",2018,"48","winter"
"1063",2018-11-28,1,"Wed","11",2018,"48","winter"
"1064",2018-11-29,0,"Thu","11",2018,"48","winter"
"1065",2018-11-30,0,"Fri","11",2018,"48","winter"
"1066",2018-12-01,1,"Sat","12",2018,"48","winter"
"1067",2018-12-02,0,"Sun","12",2018,"48","winter"
"1068",2018-12-03,1,"Mon","12",2018,"49","winter"
"1069",2018-12-04,0,"Tue","12",2018,"49","winter"
"1070",2018-12-05,0,"Wed","12",2018,"49","winter"
"1071",2018-12-06,0,"Thu","12",2018,"49","winter"
"1072",2018-12-07,1,"Fri","12",2018,"49","winter"
"1073",2018-12-08,0,"Sat","12",2018,"49","winter"
"1074",2018-12-09,0,"Sun","12",2018,"49","winter"
"1075",2018-12-10,0,"Mon","12",2018,"50","winter"
"1076",2018-12-11,1,"Tue","12",2018,"50","winter"
"1077",2018-12-12,0,"Wed","12",2018,"50","winter"
"1078",2018-12-13,0,"Thu","12",2018,"50","winter"
"1079",2018-12-14,1,"Fri","12",2018,"50","winter"
"1080",2018-12-15,0,"Sat","12",2018,"50","winter"
"1081",2018-12-16,0,"Sun","12",2018,"50","winter"
"1082",2018-12-17,1,"Mon","12",2018,"51","winter"
"1083",2018-12-18,1,"Tue","12",2018,"51","winter"
"1084",2018-12-19,1,"Wed","12",2018,"51","winter"
"1085",2018-12-20,1,"Thu","12",2018,"51","winter"
"1086",2018-12-21,0,"Fri","12",2018,"51","winter"
"1087",2018-12-22,0,"Sat","12",2018,"51","winter"
"1088",2018-12-23,0,"Sun","12",2018,"51","winter"
"1089",2018-12-24,0,"Mon","12",2018,"52","winter"
"1090",2018-12-25,0,"Tue","12",2018,"52","winter"
"1091",2018-12-26,2,"Wed","12",2018,"52","winter"
"1092",2018-12-27,3,"Thu","12",2018,"52","winter"
"1093",2018-12-28,0,"Fri","12",2018,"52","winter"
"1094",2018-12-29,1,"Sat","12",2018,"52","winter"
"1095",2018-12-30,2,"Sun","12",2018,"52","winter"
"1096",2018-12-31,1,"Mon","12",2018,"53","winter"
"1097",2019-01-01,0,"Tue","1",2019,"1","winter"
"1098",2019-01-02,0,"Wed","1",2019,"1","winter"
"1099",2019-01-03,0,"Thu","1",2019,"1","winter"
"1100",2019-01-04,0,"Fri","1",2019,"1","winter"
"1101",2019-01-05,0,"Sat","1",2019,"1","winter"
"1102",2019-01-06,1,"Sun","1",2019,"1","winter"
"1103",2019-01-07,0,"Mon","1",2019,"1","winter"
"1104",2019-01-08,0,"Tue","1",2019,"2","winter"
"1105",2019-01-09,0,"Wed","1",2019,"2","winter"
"1106",2019-01-10,0,"Thu","1",2019,"2","winter"
"1107",2019-01-11,0,"Fri","1",2019,"2","winter"
"1108",2019-01-12,2,"Sat","1",2019,"2","winter"
"1109",2019-01-13,1,"Sun","1",2019,"2","winter"
"1110",2019-01-14,1,"Mon","1",2019,"2","winter"
"1111",2019-01-15,0,"Tue","1",2019,"3","winter"
"1112",2019-01-16,0,"Wed","1",2019,"3","winter"
"1113",2019-01-17,1,"Thu","1",2019,"3","winter"
"1114",2019-01-18,1,"Fri","1",2019,"3","winter"
"1115",2019-01-19,1,"Sat","1",2019,"3","winter"
"1116",2019-01-20,0,"Sun","1",2019,"3","winter"
"1117",2019-01-21,1,"Mon","1",2019,"3","winter"
"1118",2019-01-22,0,"Tue","1",2019,"4","winter"
"1119",2019-01-23,0,"Wed","1",2019,"4","winter"
"1120",2019-01-24,0,"Thu","1",2019,"4","winter"
"1121",2019-01-25,0,"Fri","1",2019,"4","winter"
"1122",2019-01-26,0,"Sat","1",2019,"4","winter"
"1123",2019-01-27,0,"Sun","1",2019,"4","winter"
"1124",2019-01-28,1,"Mon","1",2019,"4","winter"
"1125",2019-01-29,0,"Tue","1",2019,"5","winter"
"1126",2019-01-30,2,"Wed","1",2019,"5","winter"
"1127",2019-01-31,0,"Thu","1",2019,"5","winter"
"1128",2019-02-01,3,"Fri","2",2019,"5","winter"
"1129",2019-02-02,0,"Sat","2",2019,"5","winter"
"1130",2019-02-03,0,"Sun","2",2019,"5","winter"
"1131",2019-02-04,0,"Mon","2",2019,"5","winter"
"1132",2019-02-05,1,"Tue","2",2019,"6","winter"
"1133",2019-02-06,0,"Wed","2",2019,"6","winter"
"1134",2019-02-07,0,"Thu","2",2019,"6","winter"
"1135",2019-02-08,1,"Fri","2",2019,"6","winter"
"1136",2019-02-09,0,"Sat","2",2019,"6","winter"
"1137",2019-02-10,0,"Sun","2",2019,"6","winter"
"1138",2019-02-11,0,"Mon","2",2019,"6","winter"
"1139",2019-02-12,2,"Tue","2",2019,"7","winter"
"1140",2019-02-13,0,"Wed","2",2019,"7","winter"
"1141",2019-02-14,1,"Thu","2",2019,"7","winter"
"1142",2019-02-15,1,"Fri","2",2019,"7","winter"
"1143",2019-02-16,0,"Sat","2",2019,"7","winter"
"1144",2019-02-17,0,"Sun","2",2019,"7","winter"
"1145",2019-02-18,0,"Mon","2",2019,"7","winter"
"1146",2019-02-19,0,"Tue","2",2019,"8","winter"
"1147",2019-02-20,0,"Wed","2",2019,"8","winter"
"1148",2019-02-21,1,"Thu","2",2019,"8","winter"
"1149",2019-02-22,1,"Fri","2",2019,"8","winter"
"1150",2019-02-23,0,"Sat","2",2019,"8","winter"
"1151",2019-02-24,0,"Sun","2",2019,"8","winter"
"1152",2019-02-25,1,"Mon","2",2019,"8","winter"
"1153",2019-02-26,0,"Tue","2",2019,"9","winter"
"1154",2019-02-27,1,"Wed","2",2019,"9","winter"
"1155",2019-02-28,0,"Thu","2",2019,"9","winter"
"1156",2019-03-01,0,"Fri","3",2019,"9","winter"
"1157",2019-03-02,0,"Sat","3",2019,"9","winter"
"1158",2019-03-03,2,"Sun","3",2019,"9","winter"
"1159",2019-03-04,2,"Mon","3",2019,"9","winter"
"1160",2019-03-05,0,"Tue","3",2019,"10","winter"
"1161",2019-03-06,0,"Wed","3",2019,"10","winter"
"1162",2019-03-07,0,"Thu","3",2019,"10","winter"
"1163",2019-03-08,0,"Fri","3",2019,"10","winter"
"1164",2019-03-09,0,"Sat","3",2019,"10","winter"
"1165",2019-03-10,0,"Sun","3",2019,"10","winter"
"1166",2019-03-11,0,"Mon","3",2019,"10","winter"
"1167",2019-03-12,1,"Tue","3",2019,"11","winter"
"1168",2019-03-13,1,"Wed","3",2019,"11","winter"
"1169",2019-03-14,0,"Thu","3",2019,"11","winter"
"1170",2019-03-15,2,"Fri","3",2019,"11","winter"
"1171",2019-03-16,0,"Sat","3",2019,"11","winter"
"1172",2019-03-17,0,"Sun","3",2019,"11","winter"
"1173",2019-03-18,2,"Mon","3",2019,"11","winter"
"1174",2019-03-19,1,"Tue","3",2019,"12","winter"
"1175",2019-03-20,0,"Wed","3",2019,"12","winter"
"1176",2019-03-21,2,"Thu","3",2019,"12","winter"
"1177",2019-03-22,1,"Fri","3",2019,"12","winter"
"1178",2019-03-23,1,"Sat","3",2019,"12","winter"
"1179",2019-03-24,0,"Sun","3",2019,"12","winter"
"1180",2019-03-25,0,"Mon","3",2019,"12","winter"
"1181",2019-03-26,0,"Tue","3",2019,"13","winter"
"1182",2019-03-27,0,"Wed","3",2019,"13","winter"
"1183",2019-03-28,0,"Thu","3",2019,"13","winter"
"1184",2019-03-29,3,"Fri","3",2019,"13","winter"
"1185",2019-03-30,0,"Sat","3",2019,"13","winter"
"1186",2019-03-31,1,"Sun","3",2019,"13","winter"
"1187",2019-04-01,1,"Mon","4",2019,"13","winter"
"1188",2019-04-02,2,"Tue","4",2019,"14","winter"
"1189",2019-04-03,0,"Wed","4",2019,"14","winter"
"1190",2019-04-04,0,"Thu","4",2019,"14","winter"
"1191",2019-04-05,1,"Fri","4",2019,"14","winter"
"1192",2019-04-06,2,"Sat","4",2019,"14","winter"
"1193",2019-04-07,0,"Sun","4",2019,"14","winter"
"1194",2019-04-08,2,"Mon","4",2019,"14","winter"
"1195",2019-04-09,2,"Tue","4",2019,"15","winter"
"1196",2019-04-10,0,"Wed","4",2019,"15","winter"
"1197",2019-04-11,1,"Thu","4",2019,"15","winter"
"1198",2019-04-12,0,"Fri","4",2019,"15","winter"
"1199",2019-04-13,0,"Sat","4",2019,"15","winter"
"1200",2019-04-14,0,"Sun","4",2019,"15","winter"
"1201",2019-04-15,1,"Mon","4",2019,"15","winter"
"1202",2019-04-16,0,"Tue","4",2019,"16","winter"
"1203",2019-04-17,1,"Wed","4",2019,"16","winter"
"1204",2019-04-18,0,"Thu","4",2019,"16","winter"
"1205",2019-04-19,0,"Fri","4",2019,"16","winter"
"1206",2019-04-20,0,"Sat","4",2019,"16","winter"
"1207",2019-04-21,2,"Sun","4",2019,"16","winter"
"1208",2019-04-22,1,"Mon","4",2019,"16","winter"
"1209",2019-04-23,0,"Tue","4",2019,"17","winter"
"1210",2019-04-24,2,"Wed","4",2019,"17","winter"
"1211",2019-04-25,0,"Thu","4",2019,"17","winter"
"1212",2019-04-26,1,"Fri","4",2019,"17","winter"
"1213",2019-04-27,2,"Sat","4",2019,"17","winter"
"1214",2019-04-28,0,"Sun","4",2019,"17","winter"
"1215",2019-04-29,3,"Mon","4",2019,"17","winter"
"1216",2019-04-30,2,"Tue","4",2019,"18","winter"
"1217",2019-05-01,0,"Wed","5",2019,"18","winter"
"1218",2019-05-02,0,"Thu","5",2019,"18","winter"
"1219",2019-05-03,1,"Fri","5",2019,"18","winter"
"1220",2019-05-04,0,"Sat","5",2019,"18","winter"
"1221",2019-05-05,0,"Sun","5",2019,"18","winter"
"1222",2019-05-06,1,"Mon","5",2019,"18","winter"
"1223",2019-05-07,0,"Tue","5",2019,"19","winter"
"1224",2019-05-08,2,"Wed","5",2019,"19","winter"
"1225",2019-05-09,1,"Thu","5",2019,"19","winter"
"1226",2019-05-10,0,"Fri","5",2019,"19","winter"
"1227",2019-05-11,2,"Sat","5",2019,"19","winter"
"1228",2019-05-12,0,"Sun","5",2019,"19","winter"
"1229",2019-05-13,2,"Mon","5",2019,"19","winter"
"1230",2019-05-14,0,"Tue","5",2019,"20","winter"
"1231",2019-05-15,0,"Wed","5",2019,"20","winter"
"1232",2019-05-16,1,"Thu","5",2019,"20","winter"
"1233",2019-05-17,0,"Fri","5",2019,"20","winter"
"1234",2019-05-18,0,"Sat","5",2019,"20","winter"
"1235",2019-05-19,0,"Sun","5",2019,"20","winter"
"1236",2019-05-20,1,"Mon","5",2019,"20","winter"
"1237",2019-05-21,0,"Tue","5",2019,"21","winter"
"1238",2019-05-22,0,"Wed","5",2019,"21","winter"
"1239",2019-05-23,3,"Thu","5",2019,"21","winter"
"1240",2019-05-24,3,"Fri","5",2019,"21","winter"
"1241",2019-05-25,0,"Sat","5",2019,"21","winter"
"1242",2019-05-26,0,"Sun","5",2019,"21","winter"
"1243",2019-05-27,2,"Mon","5",2019,"21","winter"
"1244",2019-05-28,0,"Tue","5",2019,"22","winter"
"1245",2019-05-29,0,"Wed","5",2019,"22","winter"
"1246",2019-05-30,0,"Thu","5",2019,"22","winter"
"1247",2019-05-31,2,"Fri","5",2019,"22","winter"
"1248",2019-06-01,0,"Sat","6",2019,"22","summer"
"1249",2019-06-02,0,"Sun","6",2019,"22","summer"
"1250",2019-06-03,2,"Mon","6",2019,"22","summer"
"1251",2019-06-04,1,"Tue","6",2019,"23","summer"
"1252",2019-06-05,1,"Wed","6",2019,"23","summer"
"1253",2019-06-06,1,"Thu","6",2019,"23","summer"
"1254",2019-06-07,0,"Fri","6",2019,"23","summer"
"1255",2019-06-08,0,"Sat","6",2019,"23","summer"
"1256",2019-06-09,0,"Sun","6",2019,"23","summer"
"1257",2019-06-10,1,"Mon","6",2019,"23","summer"
"1258",2019-06-11,0,"Tue","6",2019,"24","summer"
"1259",2019-06-12,0,"Wed","6",2019,"24","summer"
"1260",2019-06-13,0,"Thu","6",2019,"24","summer"
"1261",2019-06-14,0,"Fri","6",2019,"24","summer"
"1262",2019-06-15,1,"Sat","6",2019,"24","summer"
"1263",2019-06-16,0,"Sun","6",2019,"24","summer"
"1264",2019-06-17,0,"Mon","6",2019,"24","summer"
"1265",2019-06-18,1,"Tue","6",2019,"25","summer"
"1266",2019-06-19,0,"Wed","6",2019,"25","summer"
"1267",2019-06-20,0,"Thu","6",2019,"25","summer"
"1268",2019-06-21,0,"Fri","6",2019,"25","summer"
"1269",2019-06-22,0,"Sat","6",2019,"25","summer"
"1270",2019-06-23,0,"Sun","6",2019,"25","summer"
"1271",2019-06-24,0,"Mon","6",2019,"25","summer"
"1272",2019-06-25,0,"Tue","6",2019,"26","summer"
"1273",2019-06-26,1,"Wed","6",2019,"26","summer"
"1274",2019-06-27,0,"Thu","6",2019,"26","summer"
"1275",2019-06-28,0,"Fri","6",2019,"26","summer"
"1276",2019-06-29,1,"Sat","6",2019,"26","summer"
"1277",2019-06-30,0,"Sun","6",2019,"26","summer"
"1278",2019-07-01,1,"Mon","7",2019,"26","summer"
"1279",2019-07-02,1,"Tue","7",2019,"27","summer"
"1280",2019-07-03,2,"Wed","7",2019,"27","summer"
"1281",2019-07-04,0,"Thu","7",2019,"27","summer"
"1282",2019-07-05,0,"Fri","7",2019,"27","summer"
"1283",2019-07-06,0,"Sat","7",2019,"27","summer"
"1284",2019-07-07,0,"Sun","7",2019,"27","summer"
"1285",2019-07-08,1,"Mon","7",2019,"27","summer"
"1286",2019-07-09,2,"Tue","7",2019,"28","summer"
"1287",2019-07-10,0,"Wed","7",2019,"28","summer"
"1288",2019-07-11,1,"Thu","7",2019,"28","summer"
"1289",2019-07-12,0,"Fri","7",2019,"28","summer"
"1290",2019-07-13,0,"Sat","7",2019,"28","summer"
"1291",2019-07-14,0,"Sun","7",2019,"28","summer"
"1292",2019-07-15,1,"Mon","7",2019,"28","summer"
"1293",2019-07-16,0,"Tue","7",2019,"29","summer"
"1294",2019-07-17,1,"Wed","7",2019,"29","summer"
"1295",2019-07-18,1,"Thu","7",2019,"29","summer"
"1296",2019-07-19,1,"Fri","7",2019,"29","summer"
"1297",2019-07-20,0,"Sat","7",2019,"29","summer"
"1298",2019-07-21,0,"Sun","7",2019,"29","summer"
"1299",2019-07-22,0,"Mon","7",2019,"29","summer"
"1300",2019-07-23,1,"Tue","7",2019,"30","summer"
"1301",2019-07-24,1,"Wed","7",2019,"30","summer"
"1302",2019-07-25,0,"Thu","7",2019,"30","summer"
"1303",2019-07-26,0,"Fri","7",2019,"30","summer"
"1304",2019-07-27,0,"Sat","7",2019,"30","summer"
"1305",2019-07-28,0,"Sun","7",2019,"30","summer"
"1306",2019-07-29,1,"Mon","7",2019,"30","summer"
"1307",2019-07-30,1,"Tue","7",2019,"31","summer"
"1308",2019-07-31,0,"Wed","7",2019,"31","summer"
"1309",2019-08-01,1,"Thu","8",2019,"31","summer"
"1310",2019-08-02,1,"Fri","8",2019,"31","summer"
"1311",2019-08-03,1,"Sat","8",2019,"31","summer"
"1312",2019-08-04,0,"Sun","8",2019,"31","summer"
"1313",2019-08-05,0,"Mon","8",2019,"31","summer"
"1314",2019-08-06,2,"Tue","8",2019,"32","summer"
"1315",2019-08-07,0,"Wed","8",2019,"32","summer"
"1316",2019-08-08,0,"Thu","8",2019,"32","summer"
"1317",2019-08-09,0,"Fri","8",2019,"32","summer"
"1318",2019-08-10,1,"Sat","8",2019,"32","summer"
"1319",2019-08-11,0,"Sun","8",2019,"32","summer"
"1320",2019-08-12,0,"Mon","8",2019,"32","summer"
"1321",2019-08-13,2,"Tue","8",2019,"33","summer"
"1322",2019-08-14,1,"Wed","8",2019,"33","summer"
"1323",2019-08-15,1,"Thu","8",2019,"33","summer"
"1324",2019-08-16,0,"Fri","8",2019,"33","summer"
"1325",2019-08-17,0,"Sat","8",2019,"33","summer"
"1326",2019-08-18,1,"Sun","8",2019,"33","summer"
"1327",2019-08-19,3,"Mon","8",2019,"33","summer"
"1328",2019-08-20,1,"Tue","8",2019,"34","summer"
"1329",2019-08-21,0,"Wed","8",2019,"34","summer"
"1330",2019-08-22,0,"Thu","8",2019,"34","summer"
"1331",2019-08-23,3,"Fri","8",2019,"34","summer"
"1332",2019-08-24,1,"Sat","8",2019,"34","summer"
"1333",2019-08-25,0,"Sun","8",2019,"34","summer"
"1334",2019-08-26,3,"Mon","8",2019,"34","summer"
"1335",2019-08-27,0,"Tue","8",2019,"35","summer"
"1336",2019-08-28,0,"Wed","8",2019,"35","summer"
"1337",2019-08-29,0,"Thu","8",2019,"35","summer"
"1338",2019-08-30,1,"Fri","8",2019,"35","summer"
"1339",2019-08-31,0,"Sat","8",2019,"35","summer"
"1340",2019-09-01,0,"Sun","9",2019,"35","winter"
"1341",2019-09-02,1,"Mon","9",2019,"35","winter"
"1342",2019-09-03,0,"Tue","9",2019,"36","winter"
"1343",2019-09-04,0,"Wed","9",2019,"36","winter"
"1344",2019-09-05,1,"Thu","9",2019,"36","winter"
"1345",2019-09-06,0,"Fri","9",2019,"36","winter"
"1346",2019-09-07,0,"Sat","9",2019,"36","winter"
"1347",2019-09-08,0,"Sun","9",2019,"36","winter"
"1348",2019-09-09,0,"Mon","9",2019,"36","winter"
"1349",2019-09-10,1,"Tue","9",2019,"37","winter"
"1350",2019-09-11,1,"Wed","9",2019,"37","winter"
"1351",2019-09-12,0,"Thu","9",2019,"37","winter"
"1352",2019-09-13,1,"Fri","9",2019,"37","winter"
"1353",2019-09-14,0,"Sat","9",2019,"37","winter"
"1354",2019-09-15,0,"Sun","9",2019,"37","winter"
"1355",2019-09-16,1,"Mon","9",2019,"37","winter"
"1356",2019-09-17,0,"Tue","9",2019,"38","winter"
"1357",2019-09-18,0,"Wed","9",2019,"38","winter"
"1358",2019-09-19,2,"Thu","9",2019,"38","winter"
"1359",2019-09-20,2,"Fri","9",2019,"38","winter"
"1360",2019-09-21,0,"Sat","9",2019,"38","winter"
"1361",2019-09-22,0,"Sun","9",2019,"38","winter"
"1362",2019-09-23,2,"Mon","9",2019,"38","winter"
"1363",2019-09-24,2,"Tue","9",2019,"39","winter"
"1364",2019-09-25,1,"Wed","9",2019,"39","winter"
"1365",2019-09-26,1,"Thu","9",2019,"39","winter"
"1366",2019-09-27,1,"Fri","9",2019,"39","winter"
"1367",2019-09-28,0,"Sat","9",2019,"39","winter"
"1368",2019-09-29,0,"Sun","9",2019,"39","winter"
"1369",2019-09-30,1,"Mon","9",2019,"39","winter"
"1370",2019-10-01,1,"Tue","10",2019,"40","winter"
"1371",2019-10-02,1,"Wed","10",2019,"40","winter"
"1372",2019-10-03,1,"Thu","10",2019,"40","winter"
"1373",2019-10-04,0,"Fri","10",2019,"40","winter"
"1374",2019-10-05,0,"Sat","10",2019,"40","winter"
"1375",2019-10-06,0,"Sun","10",2019,"40","winter"
"1376",2019-10-07,1,"Mon","10",2019,"40","winter"
"1377",2019-10-08,0,"Tue","10",2019,"41","winter"
"1378",2019-10-09,0,"Wed","10",2019,"41","winter"
"1379",2019-10-10,0,"Thu","10",2019,"41","winter"
"1380",2019-10-11,1,"Fri","10",2019,"41","winter"
"1381",2019-10-12,0,"Sat","10",2019,"41","winter"
"1382",2019-10-13,0,"Sun","10",2019,"41","winter"
"1383",2019-10-14,0,"Mon","10",2019,"41","winter"
"1384",2019-10-15,0,"Tue","10",2019,"42","winter"
"1385",2019-10-16,0,"Wed","10",2019,"42","winter"
"1386",2019-10-17,0,"Thu","10",2019,"42","winter"
"1387",2019-10-18,2,"Fri","10",2019,"42","winter"
"1388",2019-10-19,0,"Sat","10",2019,"42","winter"
"1389",2019-10-20,0,"Sun","10",2019,"42","winter"
"1390",2019-10-21,2,"Mon","10",2019,"42","winter"
"1391",2019-10-22,1,"Tue","10",2019,"43","winter"
"1392",2019-10-23,1,"Wed","10",2019,"43","winter"
"1393",2019-10-24,0,"Thu","10",2019,"43","winter"
"1394",2019-10-25,2,"Fri","10",2019,"43","winter"
"1395",2019-10-26,0,"Sat","10",2019,"43","winter"
"1396",2019-10-27,0,"Sun","10",2019,"43","winter"
"1397",2019-10-28,1,"Mon","10",2019,"43","winter"
"1398",2019-10-29,1,"Tue","10",2019,"44","winter"
"1399",2019-10-30,0,"Wed","10",2019,"44","winter"
"1400",2019-10-31,2,"Thu","10",2019,"44","winter"
"1401",2019-11-01,1,"Fri","11",2019,"44","winter"
"1402",2019-11-02,0,"Sat","11",2019,"44","winter"
"1403",2019-11-03,0,"Sun","11",2019,"44","winter"
"1404",2019-11-04,0,"Mon","11",2019,"44","winter"
"1405",2019-11-05,2,"Tue","11",2019,"45","winter"
"1406",2019-11-06,0,"Wed","11",2019,"45","winter"
"1407",2019-11-07,2,"Thu","11",2019,"45","winter"
"1408",2019-11-08,2,"Fri","11",2019,"45","winter"
"1409",2019-11-09,0,"Sat","11",2019,"45","winter"
"1410",2019-11-10,0,"Sun","11",2019,"45","winter"
"1411",2019-11-11,1,"Mon","11",2019,"45","winter"
"1412",2019-11-12,0,"Tue","11",2019,"46","winter"
"1413",2019-11-13,0,"Wed","11",2019,"46","winter"
"1414",2019-11-14,0,"Thu","11",2019,"46","winter"
"1415",2019-11-15,0,"Fri","11",2019,"46","winter"
"1416",2019-11-16,0,"Sat","11",2019,"46","winter"
"1417",2019-11-17,1,"Sun","11",2019,"46","winter"
"1418",2019-11-18,0,"Mon","11",2019,"46","winter"
"1419",2019-11-19,1,"Tue","11",2019,"47","winter"
"1420",2019-11-20,1,"Wed","11",2019,"47","winter"
"1421",2019-11-21,1,"Thu","11",2019,"47","winter"
"1422",2019-11-22,0,"Fri","11",2019,"47","winter"
"1423",2019-11-23,0,"Sat","11",2019,"47","winter"
"1424",2019-11-24,1,"Sun","11",2019,"47","winter"
"1425",2019-11-25,2,"Mon","11",2019,"47","winter"
"1426",2019-11-26,0,"Tue","11",2019,"48","winter"
"1427",2019-11-27,1,"Wed","11",2019,"48","winter"
